4 3.2604117409925895	25 3.188386131035603	27 3.188386131035603	29 3.188386131035603	33 3.188386131035603	41 3.188386131035603	57 3.188386131035603	26 3.169812691920138	21 3.1680070170221017	5 3.133859543686202	15 3.1234682666558933	6 3.0931888925915816	16 3.0247686702493732	35 2.9729428704021106	24 2.8919815092627634	38 2.8517792510052637	42 2.8517792510052637	0 2.6165124468329153	23 2.4299410581578207	7 2.1272615406496476	
36 7.195549372558503	25 6.95916389413924	29 6.95916389413924	33 6.95916389413924	57 6.95916389413924	5 6.953809836613297	6 6.843313550600482	4 6.823871825687594	15 6.820710735171387	16 6.7219083801374175	26 6.708049970758712	42 6.393981289448199	21 6.258368588724037	24 5.713082748709879	39 5.0013617031773805	34 4.974477607676327	31 4.8364538440538	7 4.689221276691539	2 1.8944271909999157	46 1.8944271909999157	
36 1.8700720561106408	5 1.8356812237623608	27 1.7071067811865475	29 1.7071067811865475	33 1.7071067811865475	41 1.7071067811865475	57 1.7071067811865475	15 1.6615757283962604	22 1.6578685525167116	32 1.6575953595007857	6 1.6561368407153672	16 1.6195036913004506	26 1.613064287304129	4 1.60947570824873	35 1.552985173197361	21 1.5268827230335917	38 1.5268827230335917	42 1.5268827230335917	24 1.393846850117352	34 1.2071067811865475	
15 3.6059988865920984	25 3.4419199603348734	27 3.4419199603348734	33 3.4419199603348734	41 3.4419199603348734	57 3.4419199603348734	4 3.38115602249345	36 3.3750802003792355	16 3.3419884784811185	5 3.3094884677249334	32 3.274869350917818	26 3.252308659869777	35 3.223108237121169	42 3.187012030678191	21 3.0785468017688626	24 2.810315879440319	31 2.46055475736462	23 2.4338049442541214	34 2.4338049442541214	3 2.272526826293854	
15 1.7863473101677791	32 1.6923387152735072	25 1.6686307288273707	27 1.6686307288273707	29 1.6686307288273707	33 1.6686307288273707	41 1.6686307288273707	57 1.6686307288273707	36 1.6362270475521759	6 1.6188095870839128	16 1.5830021030523826	26 1.5767078351705996	4 1.5732001382001133	35 1.5179828291756032	21 1.4924686956012074	38 1.4924686956012074	42 1.4924686956012074	24 1.3624312849184879	34 1.179900103650085	0 1.055334735368255	
16 4.600512601147453	6 4.591100751531243	25 4.381495112484226	27 4.381495112484226	29 4.381495112484226	41 4.381495112484226	36 4.296409437936246	4 4.284864513432999	15 4.264634182948089	5 4.212912477124806	26 4.154450434333044	32 4.037843643803677	21 3.9528315410201667	38 3.9189283658391263	24 3.608425001724422	34 3.1517905325152005	23 3.0981849057733104	7 2.8629907159791306	0 2.7711008224691613	39 2.7711008224691613	
35 2.247695244337534	16 2.229557776554643	6 2.1629900556578465	31 1.9138984253801254	25 1.8677557177844912	27 1.8677557177844912	29 1.8677557177844912	33 1.8677557177844912	41 1.8677557177844912	57 1.8677557177844912	36 1.8314851637706961	5 1.7958918509928632	26 1.7648632639559652	4 1.760936978193815	21 1.6705715001320138	38 1.6705715001320138	32 1.6417871840447695	24 1.5250161575792478	23 1.3207027336453612	34 1.3207027336453612	
4 6.886872684636635	16 6.86117497766449	35 6.826271015974803	42 6.740070376204175	15 6.7249691380413505	5 6.6331617208389995	25 6.625684820049578	27 6.625684820049578	29 6.625684820049578	33 6.625684820049578	41 6.625684820049578	21 6.457921683020537	38 5.926192662047727	24 5.895248967320126	34 5.525804068404586	3 4.653887390336285	0 4.190451017951906	39 4.190451017951906	22 3.1385079348852694	6 1.0	
36 4.391154991142858	15 4.152120435605054	5 4.1357664835764885	27 4.099231559209573	29 4.099231559209573	41 4.099231559209573	57 4.099231559209573	6 3.9768387535262226	4 3.9093361178800627	16 3.888872515063688	32 3.7579816546721974	21 3.7509795942348756	35 3.7434700166329415	38 3.666464168762024	42 3.666464168762024	24 3.4241602275066945	34 3.0322250541272058	0 2.5925816767091256	39 2.5925816767091256	7 2.3666924441802566	
27 7.9504836901247415	29 7.9504836901247415	41 7.9504836901247415	57 7.9504836901247415	6 7.821567353411631	16 7.683912444481669	5 7.644580463382721	26 7.557044485584873	35 7.420079775339956	21 7.216538049387864	32 7.010779833368513	24 6.58776779457344	34 5.788507597666918	23 5.621840931000252	31 4.984495551916365	7 4.819955243327374	3 4.159413588847842	22 3.730976000885865	0 1.0	4 1.0	
36 7.992127865013241	25 7.771517749566247	57 7.771517749566247	15 7.657898503223663	6 7.631412550907138	16 7.49257491488796	5 7.4725004257236645	26 7.4022642734369235	32 7.140524839431462	42 7.120572666455728	21 7.090369221070512	24 6.472591939034424	34 5.715565194238467	23 5.495292900829911	31 5.175148016311519	0 4.915139393011076	39 4.915139393011076	3 4.427793894506551	18 1.8944271909999157	46 1.8944271909999157	
6 6.096264027169155	36 6.089887086194324	42 6.043894642930353	35 6.003664785265202	27 5.810490617616313	41 5.810490617616313	57 5.810490617616313	5 5.781183048851855	4 5.750348617292317	15 5.749174853898253	32 5.721610646812887	26 5.490397560531022	21 5.197060801445924	38 5.197060801445924	24 4.744245722796351	22 4.387384782722794	34 4.108637317737305	3 3.675045667727657	0 3.674876934941207	39 3.674876934941207	
36 5.150733322055695	25 4.852737943694915	27 4.852737943694915	29 4.852737943694915	33 4.852737943694915	41 4.852737943694915	57 4.852737943694915	6 4.799780212665416	26 4.738767713798898	16 4.723577262370706	5 4.666023744487945	32 4.650076267384203	42 4.509936643542953	21 4.479733198157737	24 4.0894182070595875	22 3.9590647658187064	39 3.669140957999573	34 3.6516762007164925	31 3.541556555812879	23 3.4314039073079363	
16 7.763131116769742	36 7.690233842661372	41 7.642530485564391	33 7.64253048556439	42 7.56088177464907	15 7.458814029335233	5 7.416626006814809	4 7.416430441873612	26 7.343795011979553	38 6.83568707433458	24 6.4536234199638045	34 5.773918524526225	23 5.579496735628904	31 5.563473827700984	0 4.833560684331214	39 4.833560684331214	7 4.698862982746296	22 4.312270728167206	3 4.131352079255217	2 1.0	
6 5.313030100265086	16 5.271117794085932	25 5.237446251124965	27 5.237446251124965	29 5.237446251124965	33 5.237446251124965	57 5.237446251124965	4 5.197272241434896	36 5.135738583822994	42 5.1122291040591055	15 5.097755843720859	26 5.047763662400882	32 4.849167274291719	24 4.489880365700834	34 4.073267153029251	23 3.8976909327419764	7 3.3571743362865276	0 3.31245185525302	39 3.31245185525302	3 3.0036233050222325	
6 5.886777820305374	16 5.835621360258469	25 5.817951686915588	27 5.817951686915588	29 5.817951686915588	33 5.817951686915588	41 5.817951686915588	57 5.817951686915588	35 5.7536929411531155	15 5.682899435244023	5 5.662249797556262	42 5.65094778020109	21 5.576233051347986	38 5.203734184701132	34 4.702885512651418	23 4.289324694295132	31 4.287263467462363	7 3.7815246856766804	3 3.4706886384467994	22 2.7772786962119715	
21 3.050182087491262	36 3.0498091225188073	4 2.9794719645109415	26 2.9388696064180158	25 2.910207245691337	27 2.910207245691337	29 2.910207245691337	33 2.910207245691337	57 2.910207245691337	6 2.900012232160791	35 2.8431425329705378	15 2.8325877310865453	24 2.784422556361935	34 2.764934059273117	42 2.744389848228614	38 2.6029684919913043	32 2.594917407602013	23 2.252084450558022	22 2.195911436995568	31 1.862783122532548	
25 7.56491442426276	27 7.56491442426276	29 7.56491442426276	33 7.56491442426276	57 7.56491442426276	6 7.507674383243611	15 7.383268102733695	4 7.3340691070324375	26 7.2630909772204415	42 7.077202390790599	21 6.982742519664183	38 6.7662651586480855	23 5.7188710648249845	34 5.691483049828829	39 5.384471976986332	31 4.983858082057678	7 4.65405132886036	3 4.092544048604401	2 3.0905433261381	47 3.0905433261381	
25 4.7121309392870465	27 4.7121309392870465	29 4.7121309392870465	33 4.7121309392870465	41 4.7121309392870465	15 4.586451465152278	4 4.5834082398620835	16 4.5470164192134375	5 4.5308267425437405	21 4.481747650958215	35 4.423917516218511	42 4.323123268559636	38 4.214658039650308	32 4.114715734375389	34 3.754285496559831	23 3.331979741008806	0 2.9802132802191337	39 2.9802132802191337	31 2.8605780746569414	7 2.7205500662541406	
25 5.560123068459948	27 5.560123068459948	29 5.560123068459948	33 5.560123068459948	6 5.470808193636206	36 5.452149235395128	26 5.431996624867228	15 5.411826394965053	21 5.394762279092248	35 5.24948209866943	42 5.114546613973774	32 4.983394449858657	38 4.973125257736464	24 4.924721654394675	23 4.125857898411237	31 3.528795499625809	0 3.516530593435551	39 3.516530593435551	7 3.3462213137907533	3 2.9371963744936513	
5 4.1207213176192115	21 4.099682475264435	4 4.085742508041994	25 4.083584350427939	27 4.083584350427939	33 4.083584350427939	41 4.083584350427939	57 4.083584350427939	26 4.047606754000173	6 4.0383552301632495	15 3.9746691398025726	35 3.910584397947854	42 3.793890236001787	24 3.742480950518245	32 3.720955711407229	38 3.6524688797644775	34 3.594636966921406	0 2.5826855129542947	39 2.5826855129542947	31 2.540232709813169	
35 2.872790454029166	16 2.825525790351798	6 2.772438857064946	36 2.643607419033779	21 2.5486832980505136	4 2.519881418756469	25 2.495961163186379	27 2.495961163186379	29 2.495961163186379	33 2.495961163186379	41 2.495961163186379	57 2.495961163186379	26 2.4920922351943062	15 2.429390201875713	5 2.3999264307851482	24 2.3266188904648817	31 2.2765930083892942	32 2.167101162945562	22 2.0106549570167536	23 1.7649110640673515	
16 4.026769212029014	35 4.004992276158231	6 4.000854387077803	36 3.8852399939068296	25 3.762182908784407	29 3.762182908784407	33 3.762182908784407	41 3.762182908784407	57 3.762182908784407	4 3.652429317826392	26 3.6394441266804014	5 3.6174289622012177	38 3.3649986911319294	32 3.2866106008845497	24 3.254383667682251	31 3.0076464740640736	34 2.976492812882422	23 2.6602650468655846	22 2.5769265365658804	0 2.379413393183244	
15 1.0327929212627764	10 1.0	19 1.0	28 1.0	40 1.0	42 1.0	58 1.0	59 1.0	16 0.9899494936611664	35 0.983192080250175	6 0.9761870601839528	25 0.8944271909999159	27 0.8944271909999159	29 0.8944271909999159	33 0.8944271909999159	41 0.8944271909999159	57 0.8944271909999159	36 0.8770580193070293	5 0.8600131635675317	26 0.8451542547285165	
36 4.428635868969384	5 4.364823742842456	25 4.337454704694382	27 4.337454704694382	29 4.337454704694382	33 4.337454704694382	57 4.337454704694382	32 4.247943946018187	4 4.225474276526477	6 4.20794915147934	16 4.114870834394185	26 4.098509454153014	35 3.945859110889106	21 3.8795374276091654	38 3.8795374276091654	42 3.8795374276091654	24 3.5415169363118433	0 3.343247222929456	34 3.067043634778891	31 2.8375639746864434	
36 3.2785430787399434	22 3.1052146432031087	41 2.9434710269299074	25 2.943471026929907	27 2.943471026929907	29 2.943471026929907	33 2.943471026929907	16 2.8691183004287337	5 2.8302178815800323	26 2.781318688778728	4 2.775131097824358	35 2.7696604436352135	42 2.7411857513158826	21 2.6327205224065544	38 2.6327205224065544	32 2.57576962408857	24 2.403334029548092	23 2.081348323368268	34 2.081348323368268	18 2.0	
36 4.420060712656595	35 4.156080810310325	25 4.128709726820179	27 4.128709726820179	29 4.128709726820179	33 4.128709726820179	41 4.128709726820179	57 4.128709726820179	15 4.038712046841669	5 4.038003199564801	4 3.9802906624445784	26 3.924704351811073	21 3.692830243413802	38 3.692830243413802	24 3.371077375591722	31 3.1793472183823037	23 3.0948502492468126	34 2.919438645385407	7 2.6701576218012297	0 2.6112253068886684	
2 1.0	14 1.0	17 1.0	18 1.0	45 1.0	46 1.0	47 1.0	48 1.0	51 1.0	22 0.8944271909999159	36 0.19611613513818404	0 0.0	1 0.0	3 0.0	4 0.0	5 0.0	6 0.0	7 0.0	8 0.0	9 0.0	
6 6.7802049192019584	36 6.726605283142832	25 6.659818319796323	27 6.659818319796323	29 6.659818319796323	33 6.659818319796323	57 6.659818319796323	4 6.6377060676654	35 6.622321531965584	26 6.54909502265374	42 6.545357544082472	5 6.403574801421234	32 6.112549511345655	34 5.3141055960100285	31 4.989872534172839	39 4.812038938694404	23 4.709202695398378	7 4.323606660306329	22 3.872788487172518	0 1.0	
25 3.410416326452819	27 3.410416326452819	29 3.410416326452819	33 3.410416326452819	57 3.410416326452819	6 3.4005227129005116	16 3.355270833675924	5 3.3473468936792274	36 3.3441883457804513	15 3.3395765896630243	4 3.320945692316803	26 3.260307591847967	42 3.2198849709146495	21 3.084272270190487	38 3.050369095009447	24 2.8155424931183313	39 2.756936672203052	23 2.5869401149655085	34 2.4651341378459923	31 2.402683301104264	
21 3.0931332443998074	36 3.0042412786926125	4 2.9802029188489643	35 2.90712731041396	34 2.8657052407437926	41 2.863736980718914	25 2.8637369807189135	27 2.8637369807189135	29 2.8637369807189135	33 2.8637369807189135	57 2.8637369807189135	24 2.8236314188781915	42 2.8112908085736357	15 2.787356896541648	5 2.753551686705862	38 2.5614042234269983	32 2.509860355904326	22 2.175129302713415	23 2.0249678386010332	31 1.9759815109442074	
36 6.134969255838993	6 5.918814810717488	15 5.883037851499155	29 5.8775801519629844	33 5.8775801519629844	41 5.8775801519629844	57 5.8775801519629844	35 5.703516839402444	42 5.656687751181581	26 5.5983347520841935	32 5.473858847740829	21 5.362476760536056	38 5.25706750519711	24 4.8952491430713785	23 4.350333954891937	34 4.3227434490871515	7 3.8628385797407185	0 3.7173080820803226	39 3.7173080820803226	3 3.6474917623715863	
34 3.1646805861608818	4 3.0626089467215785	24 2.986284225358372	25 2.839338373522984	27 2.839338373522984	29 2.839338373522984	33 2.839338373522984	41 2.839338373522984	36 2.784200340824326	15 2.7636090361440377	6 2.754562828448168	5 2.7300918415978934	35 2.7070359251469975	16 2.693632892475166	38 2.539581445728432	42 2.539581445728432	32 2.488676432529072	23 2.0077154180012844	0 1.7957552616501107	39 1.7957552616501107	
36 5.3763567969098105	27 5.282829643896064	29 5.282829643896064	33 5.282829643896064	41 5.282829643896064	15 5.255708466620047	5 5.147717138282506	26 5.144304133220262	6 5.125097558571202	16 5.01173224961034	35 4.876461196471808	38 4.725106478921043	42 4.725106478921043	24 4.592211572564767	34 4.218419097735726	23 3.910936268913627	31 3.7342936760194454	3 3.493536678144481	0 3.34115483307356	39 3.34115483307356	
31 1.8282758524338152	42 1.7888543819998317	35 1.7436255002314778	16 1.7392527130926085	6 1.6977493752543307	36 1.6669871486745644	32 1.61245154965971	4 1.5713484026367723	22 1.5652475842498528	26 1.5118578920369088	25 1.5	27 1.5	29 1.5	41 1.5	57 1.5	15 1.4870296936986567	5 1.4422859214612347	21 1.3416407864998738	38 1.3416407864998738	7 1.2509255832441892	
36 3.83058818378998	25 3.3275633413366266	27 3.3275633413366266	29 3.3275633413366266	33 3.3275633413366266	41 3.3275633413366266	57 3.3275633413366266	35 3.2389418275330715	15 3.238812324805538	42 3.226149717412651	26 3.1442518117828033	4 3.1372568046491938	21 2.976263132266013	38 2.976263132266013	32 2.9572839754698754	2 2.8944271909999157	46 2.8944271909999157	24 2.7169440910217957	23 2.547199775958348	34 2.352942603486895	
4 5.341682570916879	25 5.274892683317992	29 5.274892683317992	33 5.274892683317992	41 5.274892683317992	57 5.274892683317992	21 5.250712572599054	26 5.232854446936997	6 5.209330467211551	36 5.1724578316050485	5 5.140085560615209	16 5.124068413043982	42 4.887523321471323	38 4.71800744556612	23 3.9053239902668615	31 3.4791392276380644	7 3.425565241433973	0 3.336135058448425	39 3.336135058448425	3 2.974570081653811	
16 4.340157401832225	35 4.329700890566114	42 4.3270771354191115	6 4.310810486576402	36 4.16662866598085	4 4.103605297765778	25 4.049144174746285	27 4.049144174746285	29 4.049144174746285	41 4.049144174746285	57 4.049144174746285	15 3.941147534344147	5 3.8933490914688917	32 3.75391648495542	38 3.621664650171992	24 3.565838235179863	34 3.3130356909381553	0 3.1609036333202214	23 2.8631773039651054	22 2.7052595160859116	
36 5.264582695098019	25 5.1688419786455375	29 5.1688419786455375	33 5.1688419786455375	41 5.1688419786455375	57 5.1688419786455375	4 5.039897618642603	26 5.017727207273041	6 5.014513280019326	21 4.939380577699213	16 4.903594055403391	35 4.755792416637518	42 4.623152811682375	32 4.576082615968246	24 4.509016937514597	0 3.8690627036022613	23 3.8491803864534044	22 3.206003596841103	7 3.0778908889278083	31 2.984232307769639	
36 4.378379449372557	4 4.2713403044572535	25 4.265088450052859	27 4.265088450052859	33 4.265088450052859	41 4.265088450052859	57 4.265088450052859	15 4.244990838854026	6 4.229676463694374	16 4.166084002644646	26 4.121608152262503	32 4.076535769223588	21 4.03128844276306	42 3.984326957652166	38 3.8148110817469636	34 3.3581537267295003	23 3.2101301378642506	31 3.0146273528551197	22 2.8018327318733975	0 2.697478784848867	
36 3.1419225154493966	22 3.0429060796722758	15 2.891575590345259	6 2.8123529804625784	25 2.8041448432946	27 2.8041448432946	29 2.8041448432946	33 2.8041448432946	41 2.8041448432946	16 2.780111203519408	4 2.7670509097501097	26 2.7485099516928466	5 2.696252419481281	42 2.677619271250091	38 2.508103395344888	24 2.5030980858407195	32 2.4534856276397843	34 2.352663226881628	18 2.0	46 2.0	
36 4.721589796735373	5 4.439477420827115	27 4.415095701746851	29 4.415095701746851	33 4.415095701746851	41 4.415095701746851	57 4.415095701746851	6 4.359968481358335	15 4.297338594994173	26 4.293568515789914	21 4.23696508768324	35 4.185174087097646	32 4.096493970656989	42 4.090403002746547	38 3.948981646509238	22 3.7633452052544505	34 3.5772859115542563	31 2.8677136412245137	0 2.7923517010279	39 2.7923517010279	
36 8.363305066793883	27 8.1500457085423	33 8.1500457085423	57 8.1500457085423	6 8.123430227271498	5 8.030721295602195	26 7.9345951048991115	15 7.932671982722428	35 7.846628674812202	21 7.842245340451313	42 7.689242735596879	32 7.554173162446671	24 7.158957790758276	34 6.636726035343797	39 5.754541494694897	7 5.174847180555938	3 4.617057873994578	2 1.8944271909999157	18 1.8944271909999157	47 1.8944271909999157	
8 1.0	11 1.0	22 1.0	45 1.0	59 1.0	2 0.8944271909999159	18 0.8944271909999159	46 0.8944271909999159	47 0.8944271909999159	36 0.6139406135149205	15 0.5975071711967695	25 0.4472135954999579	27 0.4472135954999579	29 0.4472135954999579	33 0.4472135954999579	41 0.4472135954999579	57 0.4472135954999579	6 0.4338609156373123	5 0.43000658178376583	16 0.42426406871192845	
6 3.4927167979210583	25 3.488406670674415	29 3.488406670674415	33 3.488406670674415	41 3.488406670674415	57 3.488406670674415	16 3.4508145015141256	36 3.420664170214631	15 3.395365725593013	35 3.342981002600246	26 3.29623447230832	4 3.2889013498270216	21 3.1201257795166852	38 3.1201257795166852	32 3.096935093123876	24 2.848272119491132	0 2.806262096851211	23 2.6609331848417193	34 2.4666760123702662	31 2.272231420103921	
4 2.437373806421211	26 2.3605263168284143	32 2.3213691066182767	25 2.3164965809277263	27 2.3164965809277263	29 2.3164965809277263	33 2.3164965809277263	41 2.3164965809277263	15 2.2817491079376833	36 2.271511782561816	21 2.2545117156751506	6 2.2473317845993375	5 2.2273669371900966	16 2.197621616317254	35 2.138307054179742	38 2.071937529840095	42 2.071937529840095	34 1.9266855755642598	7 1.7223301040352208	31 1.7223301040352208	
36 6.553433667769944	25 6.083217230598976	27 6.083217230598976	29 6.083217230598976	57 6.083217230598976	6 6.041615581423255	16 5.953620770917405	15 5.920968865169445	26 5.877158952701571	32 5.827813434894443	35 5.804625869613611	42 5.699193789554091	38 5.440994899806929	22 5.403779022903212	24 5.245725300524688	34 4.78437858787089	7 3.9815632024465764	0 3.8473643900548993	39 3.8473643900548993	3 3.5836436350229155	
36 6.0132397930449235	41 5.732325408929739	27 5.732325408929738	33 5.732325408929738	57 5.732325408929738	16 5.656279229564271	5 5.511768156355918	35 5.476246380525045	26 5.416538380758829	4 5.404488224829557	21 5.12714771340647	32 4.99717331564367	24 4.680424097156261	22 4.352428238703067	23 4.053366168622167	34 4.053366168622167	31 3.7077865160780785	0 3.6254409162948162	39 3.6254409162948162	7 3.403218199086286	
6 5.6177953101315	16 5.572588646166025	27 5.540690861692925	29 5.540690861692925	33 5.540690861692925	41 5.540690861692925	4 5.51315354314979	35 5.503171800715479	36 5.4330943889533545	26 5.42056821611784	15 5.413033564694971	42 5.402958159122863	38 4.955744563622905	34 4.522762981373052	23 4.2875288570942605	31 3.991104091896365	0 3.504240586766125	39 3.504240586766125	7 3.4853653101106827	3 3.0804322673194835	
36 5.333368365433467	25 5.260104435504757	27 5.260104435504757	41 5.260104435504757	57 5.260104435504757	5 5.25197355430099	4 5.116408861723477	6 5.103050868086134	32 5.07266913423452	26 5.064822620599942	16 4.9901732239647885	35 4.785209857892242	21 4.704780434614717	38 4.704780434614717	42 4.704780434614717	24 4.294857286912401	0 3.926782149309859	34 3.7194555160948495	7 3.5154814724221355	31 3.4218228912639663	
15 5.9968857665385595	25 5.994547765575939	29 5.994547765575939	33 5.994547765575939	41 5.994547765575939	57 5.994547765575939	6 5.907498447955571	4 5.819535171485532	16 5.806793169939265	5 5.763901231878053	42 5.5312023951841125	38 5.361686519278909	32 5.246971447071316	24 5.185202838646306	34 4.742249388900353	22 4.645109245500692	23 4.238785375185413	31 3.679797820891543	7 3.4609537661253387	3 3.258431667706943	
25 6.6861823826069475	29 6.6861823826069475	41 6.6861823826069475	57 6.6861823826069475	15 6.507852048275802	4 6.4704598706551995	26 6.451479122670248	5 6.428924479170757	35 6.347942483451621	21 6.296531093005095	42 6.230189912134894	38 5.980303326988257	32 5.805232000691858	24 5.747920189452582	39 4.828713036065867	23 4.7278449029914	31 4.182871392686911	7 3.8602691984490543	3 3.3430911913034738	2 2.0905433261381	
36 3.034335505827054	15 2.979449974831927	25 2.8944271909999157	27 2.8944271909999157	33 2.8944271909999157	41 2.8944271909999157	4 2.8343013812146407	26 2.8194920452475043	6 2.8080068315652884	5 2.783061058849178	16 2.7458947335248842	35 2.6670146841153812	38 2.5888543819998313	42 2.5888543819998313	24 2.545864091030729	32 2.5130665589642396	34 2.362896860423609	22 2.1888543819998314	23 2.046669094406771	0 1.8305964890165898	
35 3.387902164799946	16 3.3477607589539935	6 3.306486772891198	4 3.240561083793095	21 3.12556657375184	25 3.0464451547095313	27 3.0464451547095313	29 3.0464451547095313	33 3.0464451547095313	41 3.0464451547095313	57 3.0464451547095313	15 2.9922288778852293	36 2.987285248260402	31 2.979315268539516	32 2.9785823114547836	5 2.929229971427567	24 2.853238862380029	38 2.72482338226215	23 2.1541620274080104	7 2.1437661096027294	
16 2.888035870732692	35 2.8761734541668247	6 2.872517990837629	42 2.871937529840095	36 2.8543955991615695	25 2.710923771927642	27 2.710923771927642	29 2.710923771927642	33 2.710923771927642	57 2.710923771927642	4 2.6521084880780696	26 2.63873386204309	15 2.6386194411556154	21 2.6072981201751926	5 2.606618126937217	32 2.353740973798347	34 2.2055877170046623	31 2.1425028386646057	22 2.1067891581699842	23 1.9169125824098492	
36 4.9582055049903735	4 4.7984172730412915	25 4.656397324469816	27 4.656397324469816	29 4.656397324469816	33 4.656397324469816	41 4.656397324469816	57 4.656397324469816	15 4.6459840200226505	6 4.609301833450297	26 4.571279591041692	16 4.537312196182959	21 4.514939320302939	42 4.334324255010263	38 4.164808379105061	24 4.121556852494938	22 3.871258571552362	23 3.6622389003643616	0 3.5449642472077416	31 3.455384099047869	
32 4.489105731109808	4 4.422888022516176	36 4.349698365184266	6 4.326092302422685	15 4.24355877688259	25 4.2358393684634414	27 4.2358393684634414	29 4.2358393684634414	33 4.2358393684634414	41 4.2358393684634414	35 4.192127725913509	42 4.188270153846084	26 4.096983104884863	5 4.072860991137379	21 3.788649907861613	38 3.788649907861613	24 3.458548361709459	39 3.278980041390735	23 2.995190741457442	34 2.995190741457442	
36 2.0280792577975144	25 1.8682431421244594	27 1.8682431421244594	33 1.8682431421244594	41 1.8682431421244594	57 1.8682431421244594	5 1.864510445538004	4 1.849102328199327	15 1.8385354361140243	6 1.8124620727799936	26 1.7887641982123599	16 1.7723710656308866	22 1.7299309238575342	35 1.7183798630946883	21 1.6710074657152365	38 1.6710074657152365	42 1.6710074657152365	24 1.5254141378862929	23 1.4964589985628738	7 1.365076630633002	
6 6.650275729545491	27 6.56932472227284	29 6.56932472227284	33 6.56932472227284	4 6.543414592755161	21 6.5394736146248515	26 6.487889009563045	36 6.441752874999368	15 6.3941111538993125	5 6.316563040294235	38 5.875782658108799	32 5.722577236427643	34 5.694601601458809	23 4.645214058935558	31 4.452418527146708	0 4.154805762327048	39 4.154805762327048	7 3.792801396798288	3 3.28466236113642	22 2.9378913290543993	
25 7.33012144695031	27 7.33012144695031	33 7.33012144695031	41 7.33012144695031	57 7.33012144695031	4 7.315230040334402	6 7.111262346913291	16 6.953963789403623	35 6.788982479979591	38 6.556259935484004	42 6.556259935484004	24 6.533420094630838	23 5.55284735839237	0 4.635975859602416	39 4.635975859602416	7 4.612152121363353	31 4.44688205280124	22 4.347968762603323	3 4.096675581722276	30 1.343302613191119	
25 7.24034018473947	27 7.24034018473947	33 7.24034018473947	41 7.24034018473947	57 7.24034018473947	15 7.140888226589798	36 7.099737670583952	26 6.963173621131244	16 6.945486304351043	32 6.904088991825665	21 6.763940574494336	35 6.727415931371969	42 6.584422362229663	38 6.475957133320335	34 5.575035443988218	31 4.789656459907887	3 4.1622051120931625	22 3.2379785666601677	0 1.0	4 1.0	
36 7.076019971312143	27 6.816152782458575	33 6.816152782458575	6 6.704572393166039	15 6.63435594608899	16 6.586236127050333	4 6.488742554672719	42 6.266068262545886	21 6.214970987294576	38 6.096552386640684	32 6.028474292884314	24 5.673466339968989	23 5.014005026551466	34 5.006984101778114	22 4.837130575320174	0 4.310913534452658	39 4.310913534452658	31 4.15415169855628	7 3.9353076437900754	3 3.5025675094815942	
36 6.801960798284638	41 6.557780730029321	25 6.55778073002932	27 6.55778073002932	29 6.55778073002932	57 6.55778073002932	15 6.545096478066478	16 6.439374905978368	35 6.241504363686441	4 6.227278505303005	32 5.960750036181817	21 5.9499728230263536	38 5.865457397553502	24 5.431557219523714	34 4.770681844694412	39 4.747504700570881	31 4.18436336791893	7 3.7861364697689686	3 3.5400481499336336	2 1.8944271909999157	
36 6.615640895806246	25 6.546656404527699	29 6.546656404527699	33 6.546656404527699	41 6.546656404527699	57 6.546656404527699	4 6.540591897568917	6 6.459654840790279	16 6.352124945288164	5 6.29476690992955	21 6.256250689833007	35 6.193057103730519	32 6.037737816010928	24 5.7111493803813245	39 4.7404690593672365	23 4.629185137739877	31 4.422812906652966	7 4.258272598063974	22 3.8221809401715747	0 1.0	
36 2.4902457290566833	5 2.443802363630658	25 2.3395623132202235	29 2.3395623132202235	33 2.3395623132202235	41 2.3395623132202235	57 2.3395623132202235	15 2.277162739647353	6 2.269708831793263	16 2.21950369130045	26 2.210678591971326	32 2.2067205378877013	4 2.205760502248674	35 2.128341134979822	21 2.0925681479828295	38 2.0925681479828295	42 2.0925681479828295	0 2.0796691275336334	22 1.9407112649913305	24 1.9102446296116744	
5 4.565773065360254	25 4.546445154709532	29 4.546445154709532	33 4.546445154709532	57 4.546445154709532	6 4.519164898072863	36 4.458156261796783	16 4.4545579400129265	15 4.425184764540298	4 4.330973139235846	35 4.319823994710631	21 4.150979594234876	32 4.146271792029857	38 4.066464168762024	24 3.789308599176805	34 3.3484528201440438	31 2.883090223674579	0 2.8754243891837445	39 2.8754243891837445	7 2.624891333927418	
36 5.338090580005652	21 5.299302530675534	26 5.110903863846136	6 5.082323705468234	25 5.064920168354945	27 5.064920168354945	29 5.064920168354945	33 5.064920168354945	41 5.064920168354945	15 4.929831285746402	5 4.870042034762269	42 4.841139550963046	34 4.797493606402208	38 4.5302023188205345	32 4.504094101438327	23 3.5814393972122915	31 3.4617340267129064	0 3.203336779785022	39 3.203336779785022	7 3.0603157861116466	
25 2.8677557177844912	27 2.8677557177844912	33 2.8677557177844912	41 2.8677557177844912	57 2.8677557177844912	36 2.8120658394616163	6 2.782131701857517	5 2.7574157986336862	16 2.7205919523510094	26 2.709774446479033	4 2.7037460197758785	35 2.608847998937564	21 2.5649986911319296	42 2.5649986911319296	32 2.510030326169229	24 2.341512738506974	23 2.0278095148319086	34 2.0278095148319086	0 1.8137279682340064	39 1.8137279682340064	
